Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,SMA 20,SMA 50,Signal at Close,Next-Day Position,Strategy Net Return,Strategy Equity,Buy & Hold Net Return,Buy & Hold Equity,Strategy Drawdown,Buy & Hold Drawdown,Entry,Exit
2025-11-14,182.86000061035156,191.00999450683594,180.5800018310547,190.1699981689453,189.92774963378906,186591900,0.017713810694073073,192.6288154602051,185.37119049072265,1,1,0.017713810694073073,1.0125662717672477,0.017713810694073073,1.113008404854408,-0.08148191057825438,-0.08148191057825471,0,0
2025-11-17,185.97000122070312,189,184.32000732421875,186.60000610351562,186.3623046875,173628900,-0.018772638296214228,192.82656326293946,185.7367141723633,1,1,-0.018772638296214228,0.993557731396415,-0.018772638296214228,1.0921143006494298,-0.0987249184394986,-0.09872491843949882,0,0
2025-11-18,183.3800048828125,184.8000030517578,179.64999389648438,181.36000061035156,181.1289825439453,213598900,-0.028081441428459142,192.8365509033203,185.94863677978515,1,1,-0.028081441428459142,0.9656571981564138,-0.028081441428459142,1.0614461568825602,-0.1240340218532695,-0.12403402185326984,0,0
2025-11-19,184.7899932861328,187.86000061035156,182.8300018310547,186.52000427246094,186.28240966796875,247246400,0.028451698075282472,193.14815368652344,186.13240234375,1,1,0.028451698075282472,0.9931317852025833,0.028451698075282472,1.0916461024613517,-0.09911130231881937,-0.0991113023188196,0,0
2025-11-20,195.9499969482422,196,179.85000610351562,180.63999938964844,180.40989685058594,343504800,-0.03152478448099327,193.07225036621094,186.20171356201172,1,1,-0.03152478448099327,0.9618235197128477,-0.03152478448099327,1.0572321943517413,-0.1275116243545813,-0.12751162435458152,0,0
2025-11-21,181.24000549316406,184.55999755859375,172.92999267578125,178.8800048828125,178.6521453857422,346926200,-0.00974309888497693,192.70372161865234,186.22288665771484,1,1,-0.00974309888497693,0.952452378050389,-0.00974309888497693,1.046931476537791,-0.13601236487448742,-0.13601236487448776,0,0
2025-11-24,179.49000549316406,183.5,176.47999572753906,182.5500030517578,182.31747436523438,256618300,0.02051656850567385,192.2572914123535,186.3187643432617,1,1,0.02051656850567385,0.9719934325130517,0.02051656850567385,1.068410917896925,-0.11828630337037971,-0.11828630337038004,0,0
2025-11-25,174.91000366210938,178.16000366210938,169.5500030517578,177.82000732421875,177.59349060058594,320600300,-0.02591075694250211,191.09826889038087,186.37748931884767,1,1,-0.02591075694250211,0.9468083469334977,-0.02591075694250211,1.0407275822885822,-0.14113217265662492,-0.14113217265662514,0,0
2025-11-26,181.6300048828125,182.91000366210938,178.24000549316406,180.25999450683594,180.03038024902344,183852000,0.013721728427074753,189.76097412109374,186.57663543701173,1,1,0.013721728427074753,0.9598001939426067,0.013721728427074753,1.0550081635393123,-0.12934702157506728,-0.1293470215750676,0,0
2025-11-28,179.00999450683594,179.2899932861328,176.5,177,176.7745361328125,121332800,-0.018084970501686226,188.46812286376954,186.59181579589844,1,1,-0.018084970501686226,0.942442235747642,-0.018084970501686226,1.0359283720226657,-0.14509275500708751,-0.14509275500708763,0,0
2025-12-01,174.75999450683594,180.3000030517578,173.67999267578125,179.9199981689453,179.69082641601562,188131000,0.016497230579703537,187.34106063842773,186.6567333984375,1,1,0.016497230579703537,0.9579899226188221,0.016497230579703537,1.0530183212399806,-0.1309891530621804,-0.1309891530621804,0,0
2025-12-02,181.75999450683594,185.66000366210938,180,181.4600067138672,181.22885131835938,182632200,0.008559284483354412,186.0716796875,186.61378814697267,0,1,0.008559284483354412,0.9661896308987032,0.008559284483354412,1.062031404617658,-0.12355104200411882,-0.12355104200411882,0,0
2025-12-03,181.0800018310547,182.4499969482422,179.11000061035156,179.58999633789062,179.36123657226562,165138000,-0.010305283802814369,185.11789627075194,186.63695861816407,0,0,-0.001,0.9652234412678046,-0.010305283802814369,1.0510868695855715,-0.1244274909621147,-0.1325830972549472,0,1
2025-12-04,181.6199951171875,184.52000427246094,179.9600067138672,183.3800048828125,183.1566162109375,167364900,0.021160534523537944,184.52765960693358,186.76519958496092,0,0,0,0.9652234412678046,0.021160534523537944,1.0733284295766745,-0.1244274909621147,-0.11422809193811012,0,0
2025-12-05,183.88999938964844,184.66000366210938,180.91000366210938,182.41000366210938,182.1877899169922,143971100,-0.005289605770121497,184.245027923584,186.85968200683592,0,0,0,0.9652234412678046,-0.005289605770121497,1.0676509453223504,-0.1244274909621147,-0.11891347613400571,0,0
